ID,Region,Region or State,Year,Land use,Value,Units,Release date,Source,Price per Acre (USD),Total Land (m²),Price (USD),Price per m² (USD)
15012,Corn Belt,Ohio,2012,Land in urban areas,2883.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11667097.38,14415000.0,1.2355258150763802
15013,Corn Belt,Indiana,2012,Land in urban areas,1657.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6705647.0200000005,8285000.0,1.2355258150763802
15014,Corn Belt,Illinois,2012,Land in urban areas,2573.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10412570.780000001,12865000.0,1.2355258150763802
15015,Corn Belt,Iowa,2012,Land in urban areas,628.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2541428.08,3140000.0,1.2355258150763802
15016,Corn Belt,Missouri,2012,Land in urban areas,1345.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5443026.7,6725000.0,1.2355258150763802
15017,Northern Plains total,Northern Plains,2012,Land in urban areas,1256.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5082856.16,6280000.0,1.2355258150763802
15018,Northern Plains,North Dakota,2012,Land in urban areas,123.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,497763.78,615000.0,1.2355258150763802
15019,Northern Plains,South Dakota,2012,Land in urban areas,152.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,615122.72,760000.0,1.2355258150763802
15020,Northern Plains,Nebraska,2012,Land in urban areas,344.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1392119.84,1720000.0,1.2355258150763802
15021,Northern Plains,Kansas,2012,Land in urban areas,637.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2577849.8200000003,3185000.0,1.2355258150763802
15022,Appalachian total,Appalachian,2012,Land in urban areas,8098.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,32771472.28,40490000.0,1.2355258150763802
15023,Appalachian,Virginia,2012,Land in urban areas,1744.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7057723.84,8720000.0,1.2355258150763802
15024,Appalachian,West Virginia,2012,Land in urban areas,420.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1699681.2,2100000.0,1.2355258150763802
15025,Appalachian,North Carolina,2012,Land in urban areas,3086.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12488609.96,15430000.0,1.2355258150763802
15026,Appalachian,Kentucky,2012,Land in urban areas,928.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3755486.08,4640000.0,1.2355258150763802
15027,Appalachian,Tennessee,2012,Land in urban areas,1920.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7769971.2,9600000.0,1.2355258150763802
15028,Southeast total,Southeast,2012,Land in urban areas,11167.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,45191285.620000005,55835000.0,1.2355258150763802
15029,Southeast,South Carolina,2012,Land in urban areas,1591.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6438554.26,7955000.0,1.2355258150763802
15030,Southeast,Georgia,2012,Land in urban areas,3207.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12978280.02,16035000.0,1.2355258150763802
15031,Southeast,Florida,2012,Land in urban areas,4901.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,19833660.86,24505000.0,1.2355258150763802
15032,Southeast,Alabama,2012,Land in urban areas,1467.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5936743.62,7335000.0,1.2355258150763802
15033,Delta States total,Delta States,2012,Land in urban areas,2756.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11153146.16,13780000.0,1.2355258150763802
15034,Delta States,Mississippi,2012,Land in urban areas,730.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2954207.8000000003,3650000.0,1.2355258150763802
15035,Delta States,Arkansas,2012,Land in urban areas,727.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2942067.22,3635000.0,1.2355258150763802
15036,Delta States,Louisiana,2012,Land in urban areas,1299.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5256871.140000001,6495000.0,1.2355258150763802
15037,Southern Plains total,Southern Plains,2012,Land in urban areas,6661.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,26956134.46,33305000.0,1.2355258150763802
15038,Southern Plains,Oklahoma,2012,Land in urban areas,856.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3464112.16,4280000.0,1.2355258150763802
15039,Southern Plains,Texas,2012,Land in urban areas,5805.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,23492022.3,29025000.0,1.2355258150763802
15040,Mountain total,Mountain,2012,Land in urban areas,4803.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,19437068.580000002,24015000.0,1.2355258150763802
15041,Mountain,Montana,2012,Land in urban areas,195.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,789137.7000000001,975000.0,1.2355258150763802
15042,Mountain,Idaho,2012,Land in urban areas,331.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1339510.6600000001,1655000.0,1.2355258150763802
15043,Mountain,Wyoming,2012,Land in urban areas,128.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,517998.08,640000.0,1.2355258150763802
15044,Mountain,Colorado,2012,Land in urban areas,1012.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4095422.3200000003,5060000.0,1.2355258150763802
15045,Mountain,New Mexico,2012,Land in urban areas,539.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2181257.54,2695000.0,1.2355258150763802
15046,Mountain,Arizona,2012,Land in urban areas,1465.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5928649.9,7325000.0,1.2355258150763802
15047,Mountain,Utah,2012,Land in urban areas,614.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2484772.04,3070000.0,1.2355258150763802
15048,Mountain,Nevada,2012,Land in urban areas,520.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2104367.2,2600000.0,1.2355258150763802
15049,Pacific total,Pacific,2012,Land in urban areas,7571.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,30638777.060000002,37855000.0,1.2355258150763802
15050,Pacific,Washington,2012,Land in urban areas,1553.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6284773.58,7765000.0,1.2355258150763802
15051,Pacific,Oregon,2012,Land in urban areas,719.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2909692.3400000003,3595000.0,1.2355258150763802
15052,Pacific,California,2012,Land in urban areas,5299.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21444311.14,26495000.0,1.2355258150763802
15053,48 States,48 States,2012,Land in urban areas,69441.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,281018005.26,347205000.0,1.2355258150763802
15054,AK and HI,Alaska,2012,Land in urban areas,166.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,671778.76,830000.0,1.2355258150763802
15055,AK and HI,Hawaii,2012,Land in urban areas,256.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1035996.16,1280000.0,1.2355258150763802
15056,U.S. total,U.S. total,2012,Land in urban areas,69864.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,282729827.04,349320000.0,1.2355258150763802
15057,Northeast total,Northeast,2017,Land in urban areas,13788.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,55798105.68,75834000.0,1.3590783965840183
15058,Northeast,Maine,2017,Land in urban areas,232.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,938871.52,928000.0,0.9884206520611042
15059,Northeast,New Hampshire,2017,Land in urban areas,451.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1825133.86,2255000.0,1.2355258150763802
15060,Northeast,Vermont,2017,Land in urban areas,104.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,420873.44,468000.0,1.1119732335687422
15061,Northeast,Massachusetts,2017,Land in urban areas,1993.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,8065391.98,13951000.0,1.7297361411069323
15062,Northeast,Rhode Island,2017,Land in urban areas,262.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,1060277.32,1965000.0,1.8532887226145702
15063,Northeast,Connecticut,2017,Land in urban areas,1200.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,4856232.0,8160000.0,1.680315108503877
15064,Northeast,New York,2017,Land in urban areas,2687.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,10873912.82,26870000.0,2.4710516301527603
15065,Northeast,New Jersey,2017,Land in urban areas,1927.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,7798299.220000001,23124000.0,2.9652619561833125
15066,Northeast,Pennsylvania,2017,Land in urban areas,3213.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,13002561.18,20884500.0,1.6061835595992944
15067,Northeast,Delaware,2017,Land in urban areas,307.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1242386.02,1535000.0,1.2355258150763802
15068,Northeast,Maryland,2017,Land in urban areas,1373.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5556338.78,6865000.0,1.2355258150763802
15069,Northeast,District of Columbia,2017,Land in urban areas,39.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,157827.54,195000.0,1.2355258150763802
15070,Lake States total,Lake States,2017,Land in urban areas,4936.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,19975300.96,24680000.0,1.2355258150763802
15071,Lake States,Michigan,2017,Land in urban areas,2446.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9898619.56,12230000.0,1.2355258150763802
15072,Lake States,Wisconsin,2017,Land in urban areas,1312.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5309480.32,6560000.0,1.2355258150763802
15073,Lake States,Minnesota,2017,Land in urban areas,1179.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4771247.94,5895000.0,1.2355258150763802
15074,Corn Belt total,Corn Belt,2017,Land in urban areas,9563.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,38700122.18,47815000.0,1.2355258150763802
15075,Corn Belt,Ohio,2017,Land in urban areas,3020.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12221517.200000001,15100000.0,1.2355258150763802
15076,Corn Belt,Indiana,2017,Land in urban areas,1759.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7118426.74,8795000.0,1.2355258150763802
15077,Corn Belt,Illinois,2017,Land in urban areas,2692.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10894147.120000001,13460000.0,1.2355258150763802
15078,Corn Belt,Iowa,2017,Land in urban areas,672.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2719489.92,3360000.0,1.2355258150763802
15079,Corn Belt,Missouri,2017,Land in urban areas,1420.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5746541.2,7100000.0,1.2355258150763802
15080,Northern Plains total,Northern Plains,2017,Land in urban areas,1344.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5438979.84,6720000.0,1.2355258150763802
15081,Northern Plains,North Dakota,2017,Land in urban areas,135.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,546326.1,675000.0,1.2355258150763802
15082,Northern Plains,South Dakota,2017,Land in urban areas,171.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,692013.06,855000.0,1.2355258150763802
15083,Northern Plains,Nebraska,2017,Land in urban areas,366.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1481150.76,1830000.0,1.2355258150763802
15084,Northern Plains,Kansas,2017,Land in urban areas,672.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2719489.92,3360000.0,1.2355258150763802
15085,Appalachian total,Appalachian,2017,Land in urban areas,8773.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,35503102.78,43865000.0,1.2355258150763802
15086,Appalachian,Virginia,2017,Land in urban areas,1839.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7442175.54,9195000.0,1.2355258150763802
15087,Appalachian,West Virginia,2017,Land in urban areas,444.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1796805.84,2220000.0,1.2355258150763802
15088,Appalachian,North Carolina,2017,Land in urban areas,3426.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,13864542.360000001,17130000.0,1.2355258150763802
15089,Appalachian,Kentucky,2017,Land in urban areas,991.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4010438.2600000002,4955000.0,1.2355258150763802
15090,Appalachian,Tennessee,2017,Land in urban areas,2072.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8385093.92,10360000.0,1.2355258150763802
15091,Southeast total,Southeast,2017,Land in urban areas,12222.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,49460722.92,61110000.0,1.2355258150763802
15092,Southeast,South Carolina,2017,Land in urban areas,1759.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7118426.74,8795000.0,1.2355258150763802
15093,Southeast,Georgia,2017,Land in urban areas,3550.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14366353.0,17750000.0,1.2355258150763802
15094,Southeast,Florida,2017,Land in urban areas,5309.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21484779.740000002,26545000.0,1.2355258150763802
15095,Southeast,Alabama,2017,Land in urban areas,1604.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6491163.44,8020000.0,1.2355258150763802
15096,Delta States total,Delta States,2017,Land in urban areas,2971.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12023221.06,14855000.0,1.2355258150763802
15097,Delta States,Mississippi,2017,Land in urban areas,786.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3180831.96,3930000.0,1.2355258150763802
15098,Delta States,Arkansas,2017,Land in urban areas,788.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3188925.68,3940000.0,1.2355258150763802
15099,Delta States,Louisiana,2017,Land in urban areas,1397.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5653463.42,6985000.0,1.2355258150763802
15100,Southern Plains total,Southern Plains,2017,Land in urban areas,7228.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,29250704.080000002,36140000.0,1.2355258150763802
15101,Southern Plains,Oklahoma,2017,Land in urban areas,905.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3662408.3000000003,4525000.0,1.2355258150763802
15102,Southern Plains,Texas,2017,Land in urban areas,6323.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,25588295.78,31615000.0,1.2355258150763802
15103,Mountain total,Mountain,2017,Land in urban areas,5269.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21322905.34,26345000.0,1.2355258150763802
15104,Mountain,Montana,2017,Land in urban areas,207.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,837700.02,1035000.0,1.2355258150763802
15105,Mountain,Idaho,2017,Land in urban areas,361.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1460916.46,1805000.0,1.2355258150763802
15106,Mountain,Wyoming,2017,Land in urban areas,136.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,550372.96,680000.0,1.2355258150763804
15107,Mountain,Colorado,2017,Land in urban areas,1097.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4439405.42,5485000.0,1.2355258150763802
15108,Mountain,New Mexico,2017,Land in urban areas,563.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2278382.18,2815000.0,1.2355258150763802
15109,Mountain,Arizona,2017,Land in urban areas,1628.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6588288.08,8140000.0,1.2355258150763802
15110,Mountain,Utah,2017,Land in urban areas,686.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2776145.96,3430000.0,1.2355258150763802
15111,Mountain,Nevada,2017,Land in urban areas,591.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2391694.2600000002,2955000.0,1.2355258150763802
15112,Pacific total,Pacific,2017,Land in urban areas,7776.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,31468383.36,38880000.0,1.2355258150763802
15113,Pacific,Washington,2017,Land in urban areas,1635.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6616616.100000001,8175000.0,1.2355258150763802
15114,Pacific,Oregon,2017,Land in urban areas,744.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3010863.8400000003,3720000.0,1.2355258150763802
15115,Pacific,California,2017,Land in urban areas,5396.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21836856.560000002,26980000.0,1.2355258150763802
15116,48 States,48 States,2017,Land in urban areas,73870.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,298941548.2,369350000.0,1.2355258150763802
15117,AK and HI,Alaska,2017,Land in urban areas,166.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,671778.76,830000.0,1.2355258150763802
15118,AK and HI,Hawaii,2017,Land in urban areas,269.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1088605.34,1345000.0,1.2355258150763802
15119,U.S. total,U.S. total,2017,Land in urban areas,74305.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,300701932.3,371525000.0,1.2355258150763802
15120,Northeast total,Northeast,1945,Miscellaneous other land,5112.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,20687548.32,28116000.0,1.3590783965840183
15121,Northeast,Maine,1945,Miscellaneous other land,640.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,2589990.4,2560000.0,0.9884206520611042
15122,Northeast,New Hampshire,1945,Miscellaneous other land,41.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,165921.26,205000.0,1.2355258150763802
15123,Northeast,Vermont,1945,Miscellaneous other land,114.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,461342.04000000004,513000.0,1.111973233568742
15124,Northeast,Massachusetts,1945,Miscellaneous other land,135.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,546326.1,945000.0,1.7297361411069323
15125,Northeast,Rhode Island,1945,Miscellaneous other land,21.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,84984.06,157500.0,1.8532887226145704
15126,Northeast,Connecticut,1945,Miscellaneous other land,85.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,343983.10000000003,578000.0,1.680315108503877
15127,Northeast,New York,1945,Miscellaneous other land,2459.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,9951228.74,24590000.0,2.4710516301527603
15128,Northeast,New Jersey,1945,Miscellaneous other land,172.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,696059.92,2064000.0,2.9652619561833125
15129,Northeast,Pennsylvania,1945,Miscellaneous other land,959.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,3880938.74,6233500.0,1.6061835595992942
15130,Northeast,Delaware,1945,Miscellaneous other land,122.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,493716.92000000004,610000.0,1.2355258150763802
15131,Northeast,Maryland,1945,Miscellaneous other land,364.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1473057.04,1820000.0,1.2355258150763802
15132,Northeast,District of Columbia,1945,Miscellaneous other land,0.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,0.0,0.0,
15133,Lake States total,Lake States,1945,Miscellaneous other land,4978.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,20145269.080000002,24890000.0,1.2355258150763802
15134,Lake States,Michigan,1945,Miscellaneous other land,1733.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7013208.38,8665000.0,1.2355258150763802
15135,Lake States,Wisconsin,1945,Miscellaneous other land,427.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1728009.22,2135000.0,1.2355258150763802
15136,Lake States,Minnesota,1945,Miscellaneous other land,2818.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11404051.48,14090000.0,1.2355258150763802
15137,Corn Belt total,Corn Belt,1945,Miscellaneous other land,7926.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,32075412.36,39630000.0,1.2355258150763802
15138,Corn Belt,Ohio,1945,Miscellaneous other land,1684.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6814912.24,8420000.0,1.2355258150763802
15139,Corn Belt,Indiana,1945,Miscellaneous other land,2188.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8854529.68,10940000.0,1.2355258150763802
15140,Corn Belt,Illinois,1945,Miscellaneous other land,2485.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10056447.1,12425000.0,1.2355258150763802
15141,Corn Belt,Iowa,1945,Miscellaneous other land,851.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3443877.8600000003,4255000.0,1.2355258150763802
15142,Corn Belt,Missouri,1945,Miscellaneous other land,718.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2905645.48,3590000.0,1.2355258150763802
15143,Northern Plains total,Northern Plains,1945,Miscellaneous other land,6008.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,24313534.88,30040000.0,1.2355258150763802
15144,Northern Plains,North Dakota,1945,Miscellaneous other land,2998.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12132486.280000001,14990000.0,1.2355258150763802
15145,Northern Plains,South Dakota,1945,Miscellaneous other land,1757.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7110333.0200000005,8785000.0,1.2355258150763802
15146,Northern Plains,Nebraska,1945,Miscellaneous other land,591.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2391694.2600000002,2955000.0,1.2355258150763802
15147,Northern Plains,Kansas,1945,Miscellaneous other land,662.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2679021.3200000003,3310000.0,1.2355258150763802
15148,Appalachian total,Appalachian,1945,Miscellaneous other land,5726.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,23172320.36,28630000.0,1.2355258150763802
15149,Appalachian,Virginia,1945,Miscellaneous other land,711.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2877317.46,3555000.0,1.2355258150763802
15150,Appalachian,West Virginia,1945,Miscellaneous other land,237.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,959105.8200000001,1185000.0,1.2355258150763802
15151,Appalachian,North Carolina,1945,Miscellaneous other land,2813.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11383817.18,14065000.0,1.2355258150763802
15152,Appalachian,Kentucky,1945,Miscellaneous other land,462.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1869649.32,2310000.0,1.2355258150763802
15153,Appalachian,Tennessee,1945,Miscellaneous other land,1503.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6082430.58,7515000.0,1.2355258150763802
15154,Southeast total,Southeast,1945,Miscellaneous other land,9306.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,37660079.160000004,46530000.0,1.2355258150763802
15155,Southeast,South Carolina,1945,Miscellaneous other land,2332.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9437277.52,11660000.0,1.2355258150763804
15156,Southeast,Georgia,1945,Miscellaneous other land,2016.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8158469.760000001,10080000.0,1.2355258150763802
15157,Southeast,Florida,1945,Miscellaneous other land,3008.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12172954.88,15040000.0,1.2355258150763802
15158,Southeast,Alabama,1945,Miscellaneous other land,1950.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7891377.0,9750000.0,1.2355258150763802
